epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
113,11368.9,1.02855,0.71568,0.00664,0.95911,0.82929,0.90469,0.64499,1.10419,0.62877,0.01323,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
114,11469.7,1.02266,0.74241,0.00706,0.94723,0.83207,0.90487,0.64132,1.11616,0.64695,0.01338,0.0121386,0.0040462,0.0121386,0.0040462,0.0121386,0.0040462,0.0121386,0.0040462
115,11570.2,1.02813,0.71856,0.00688,0.9553,0.84343,0.90434,0.63682,1.11513,0.64385,0.0133,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
116,11671.2,1.03216,0.72717,0.00681,0.94231,0.8447,0.90043,0.63778,1.10174,0.65016,0.01316,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445
117,11771.8,1.00368,0.71436,0.00664,0.94882,0.84269,0.90451,0.63952,1.10319,0.62689,0.01331,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
118,11872.5,1.0025,0.70379,0.0067,0.92867,0.8447,0.90299,0.63729,1.11072,0.6324,0.01348,0.0112315,0.00374383,0.0112315,0.00374383,0.0112315,0.00374383,0.0112315,0.00374383
119,11973.4,0.98825,0.70288,0.00672,0.93215,0.84343,0.90179,0.63852,1.10583,0.65037,0.01326,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
120,12073.6,0.99099,0.71355,0.00665,0.92705,0.83712,0.90028,0.63925,1.10742,0.64101,0.01329,0.0107835,0.0035945,0.0107835,0.0035945,0.0107835,0.0035945,0.0107835,0.0035945
121,12173.5,0.99024,0.70258,0.00678,0.9317,0.84399,0.89922,0.63286,1.12115,0.63111,0.0132,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
122,12273.8,0.99892,0.70825,0.00672,0.9334,0.84091,0.89854,0.63049,1.12698,0.64446,0.01355,0.0103398,0.00344661,0.0103398,0.00344661,0.0103398,0.00344661,0.0103398,0.00344661
123,12373.9,0.99728,0.69931,0.00639,0.92552,0.84722,0.89627,0.63144,1.11911,0.66735,0.01337,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
124,12473.6,0.965,0.68578,0.00649,0.92778,0.8548,0.90051,0.63348,1.1306,0.65386,0.01378,0.0099009,0.0033003,0.0099009,0.0033003,0.0099009,0.0033003,0.0099009,0.0033003
125,12573.4,0.95668,0.68329,0.00635,0.92629,0.85685,0.89962,0.63568,1.11571,0.65056,0.0134,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
126,12673.2,0.97613,0.6847,0.00626,0.93141,0.84596,0.89663,0.63384,1.12352,0.65115,0.01334,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572
127,12774,0.96556,0.66857,0.00634,0.93302,0.84424,0.90225,0.63408,1.11829,0.65184,0.01317,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
